a,z,H_km_s_Mpc,Omega_A,Omega_Bfoam,Omega_clustering,w_dark,w_eff,D,f
0.0001328728336348497,7524.99288089331,44185098.364536546,0.2643304824442289,1.5864673667395297e-12,0.3132302133873727,-6.001832827073725e-12,0.22892326220209375,0.00031207269622413107,0.8460030558081296
0.0001338974512507081,7467.40205440215,43563971.432465225,0.2657269675995709,1.6320289802875072e-12,0.31488504085359936,-6.141751418835366e-12,0.22837165304662413,0.0003141038918446279,0.84312385102195
0.00013492996996440545,7410.251927676262,42951849.30801711,0.2671274299802852,1.678877701493247e-12,0.31654458131067476,-6.2849318829092226e-12,0.22781847289420323,0.0003161413816228203,0.8402987682074483
0.00013597045070340064,7353.5391283680565,42348598.49030663,0.26853184510610356,1.7270492056179255e-12,0.3182088057496111,-6.431450262163202e-12,0.22726373141449355,0.00031818524811510454,0.8375269999093523
0.00013701895486497917,7297.260309936076,41754087.48519271,0.2699401881244746,1.7765801355696902e-12,0.31987768472026756,-6.581384372225385e-12,0.22670743842420865,0.0003202355745690597,0.8348077557224776
0.00013807554431987816,7241.412151447403,41168186.7748951,0.2713524338112191,1.8275081275248285e-12,0.3215511883321258,-6.734813842811984e-12,0.2261496038868547,0.0003222924449277708,0.832140261800521
0.00013914028141593626,7185.991357381761,40590768.788073935,0.2727685565712437,1.8798718372097828e-12,0.3232292862551367,-6.8918201600184365e-12,0.2255902379124479,0.00032435594383418444,0.8295237603811121
0.0001402132289817721,7130.994657437075,40021707.87036341,0.2741885304393273,1.9337109668607625e-12,0.32491194772065124,-7.052486709596405e-12,0.22502935075720465,0.00032642615663548263,0.8269575093265172
0.00014129445033049352,7076.418806336405,39460880.255352,0.2756123290809759,1.9890662928780703e-12,0.32659914152243436,-7.216898821240034e-12,0.22446695282320314,0.00032850316938748923,0.8244407816793963
0.00014238400926343137,7022.260583636557,38908164.03600533,0.2770399257933416,2.0459796941922562e-12,0.32829083601775344,-7.385143813904096e-12,0.22390305465802093,0.0003305870688590987,0.8219728652330541
0.00014348197007390656,6968.51679353794,38363439.13652108,0.27847129350621597,2.1044941813603626e-12,0.32998699912855556,-7.557311042179227e-12,0.22333766695434215,0.0003326779425367301,0.8195530621156476
0.00014458839755102174,6915.184264696095,37826587.28461335,0.2799064047830868,2.1646539264101126e-12,0.33168759834271994,-7.733491943747655e-12,0.2227708005495405,0.0003347758786288137,0.8171806883878165
0.00014570335698348635,6862.259850034461,37297491.98421616,0.28134523182226945,2.226504293451209e-12,0.33339260071539806,-7.913780087945865e-12,0.22220246642523192,0.00033688096607029685,0.814855073653261
0.0001468269141634683,6809.740426558716,36776038.488602735,0.2827877464581036,2.2900918700725924e-12,0.3351019728704327,-8.098271225458967e-12,0.22163267570680228,0.00033899329452718535,0.8125755606817803
0.00014795913539047555,6757.622895172529,36262113.773913085,0.28423392016222043,2.3554644995454448e-12,0.33681568100185844,-8.287063339173573e-12,0.22106143966290656,0.00034111295440110456,0.8103415050443213
0.0001491000874752702,6705.904180494598,35755606.513082325,0.2856837240448829,2.4226713138522648e-12,0.3385336908754908,-8.480256696216622e-12,0.2204887697049395,0.00034324003683389604,0.8081522747595996
