product_id,source_figure,evidence_level,z,beta_mean,beta_68_low,beta_68_high,beta_95_low,beta_95_high,digitization_sigma
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.31,0.5835010060362174,-0.02012072434607637,0.8812877263581489,-0.35010060362173023,0.9295774647887325,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.32,0.5835010060362174,-0.02012072434607637,0.8812877263581489,-0.31790744466800813,0.9295774647887325,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.33,0.32595573440643855,-0.2635814889336018,0.647887323943662,-0.31790744466800813,0.9617706237424548,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.34,0.32595573440643855,-0.2635814889336018,0.647887323943662,-0.31790744466800813,0.9698189134808852,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.35,0.32595573440643855,-0.2635814889336018,0.647887323943662,-0.31790744466800813,0.9778672032193159,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.36,0.32595573440643855,0.012072434607645954,0.647887323943662,-0.3098591549295775,0.9859154929577465,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.37,0.35010060362173046,0.028169014084507005,0.6720321931589537,-0.30181086519114686,0.9939637826961771,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.3800000000000001,0.3661971830985915,0.03621730382293764,0.9376257545271629,-0.2937625754527162,1.0020120724346078,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.3900000000000001,0.3903420523138832,0.04426559356136828,0.9617706237424548,-0.2857142857142856,1.0020120724346078,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.4000000000000001,0.3903420523138832,0.06036217303822933,0.9617706237424548,-0.27766599597585495,1.0020120724346078,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.41,0.3903420523138832,0.06036217303822933,0.9617706237424548,-0.26961770623742476,1.0020120724346078,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.42,0.3822937625754528,0.06036217303822933,0.704225352112676,-0.23742454728370221,1.0342052313883299,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.43,0.3822937625754528,0.06841046277665996,0.704225352112676,-0.23742454728370221,1.0422535211267605,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.44,0.3822937625754528,0.06841046277665996,0.704225352112676,-0.23742454728370221,1.0503018108651911,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.45,0.3903420523138832,0.0764587525150906,0.716297786720322,-0.23742454728370221,1.0583501006036218,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.46,0.4144869215291751,0.09255533199195165,0.7283702213279679,-0.22937625754527158,1.0663983903420524,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.47,0.43058350100603615,0.10060362173038229,0.7525150905432596,-0.22132796780684094,1.074446680080483,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.48,0.7203219315895373,0.11670020120724356,1.0301810865191146,-0.2132796780684103,1.0824949698189135,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.49,0.7203219315895373,0.13480885311871227,1.0301810865191146,-0.20523138832997967,1.0824949698189135,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.5,0.7203219315895373,0.13480885311871227,1.0301810865191146,-0.19718309859154948,1.0824949698189135,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.51,0.45875251509054327,0.13480885311871227,0.8490945674044266,-0.16498993963782693,1.0824949698189135,0.035
