product_id,source_figure,representation,family_id,family_class,parameter_count_fixed_mode,parameter_count_descriptive_mode,rms_error,uncertainty_weighted_rms,max_error,peak_offset_delta_z,weighted_mean_offset_delta_z,support_overlap,high_z_support_capture,low_z_mismatch,transition_mismatch,explained_fraction_vs_zero,compression_efficiency_fixed_mode,aic_like_fixed_mode,bic_like_fixed_mode,aic_like_descriptive_mode,bic_like_descriptive_mode,fit_parameters
desi_dr2_pp,fig_reconstruct,positive_support,retained_gamma,retained,0,2,0.5504678122167882,0.5504678122167882,0.8462100929940968,0.16000000000000014,0.5118435379325166,0.38569444508506945,0.6687924148959656,0.6128251018424095,0.738936539245182,-0.45790823110746026,-0.45790823110746026,76.05671788397103,76.05671788397103,80.05671788397103,87.1076237622346,{}
desi_dr2_pp,fig_reconstruct,positive_support,logistic_transition,transition,2,2,0.13395426151354867,0.13395426151354867,0.4939940313371713,0.2999999999999998,0.0005660991237192992,0.7686487106696364,0.8067778630170985,0.030325120458063234,0.062097260882175806,0.9136664899776807,0.45683324498884037,8.503879788587687,15.554785666851254,8.503879788587687,15.554785666851254,"{""center_ln_a"": -1.054408831816935, ""center_z"": 1.8702778353176095, ""width_ln_a"": 0.15831932773109245}"
desi_dr2_pp,fig_reconstruct,positive_support,gaussian_ln_a,smooth_pulse,2,2,0.1457107661330196,0.1457107661330196,0.5786758693996288,0.2999999999999998,0.0432249562137248,0.7737159915172566,0.7917890391656358,0.012962753797851986,0.03627317604084047,0.897847355828371,0.4489236779141855,9.329138469134953,16.38004434739852,9.329138469134953,16.38004434739852,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.24705882352941178}"
desi_dr2_pp,fig_reconstruct,positive_support,logistic_pulse,smooth_pulse,2,2,0.14427725233990774,0.14427725233990774,0.5640951483051426,0.2999999999999998,0.014485371454816987,0.7636377425126197,0.7965692605194409,0.027811366171435294,0.05729338812748644,0.8998474399390656,0.4499237199695328,9.224797311231107,16.275703189494674,9.224797311231107,16.275703189494674,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.15831932773109245}"
desi_dr2_pp,fig_reconstruct,positive_support,tomographic_3_bins,tomographic,3,3,0.2992922481140057,0.2992922481140057,0.7044534412955467,0.8900000000000001,0.07876944709030109,0.596564249105298,0.6613220026456086,0.04758326401108972,0.08514242183580518,0.5690198518058422,0.18967328393528074,28.483538295065017,39.05989711246037,28.483538295065017,39.05989711246037,"{""n_bins"": 3.0}"
desi_dr2_pp,fig_reconstruct,positive_support,tomographic_5_bins,tomographic,5,5,0.22141210007601292,0.22141210007601292,0.6720647773279353,0.4700000000000002,0.029588326683566146,0.6792127945942099,0.7264985988578796,0.019635265618572963,0.08511815613941284,0.7641319961337617,0.15282639922675234,22.30485283307766,39.932117528736576,22.30485283307766,39.932117528736576,"{""n_bins"": 5.0}"
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,zero_coupling,zero,0,0,0.4074218388186378,0.5114709218969561,0.9500000000000001,2.22,1.998397377063766,0.0,0.0,0.0007377302751258704,0.009409732327850763,0.0,0.0,40.7176043763183,40.7176043763183,40.7176043763183,40.7176043763183,{}
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,retained_gamma,retained,0,2,0.6108733236601165,0.5423656829432847,0.892671863432982,0.18000000000000016,0.593014206209693,0.31423212299878994,0.5878786702382962,0.6175529586118179,0.7702977483554334,-0.12445611030970416,-0.12445611030970416,45.78515903812426,45.78515903812426,49.78515903812426,56.836064916387826,{}
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,logistic_transition,transition,2,2,0.1478309491766954,0.15133992502344132,0.6546162134636114,0.2799999999999998,0.03694789397715148,0.7162512538818474,0.7661397921838677,0.022376784370838107,0.05289543606058799,0.9124481892924926,0.4562240946462463,7.564899990818593,14.615805869082159,7.564899990818593,14.615805869082159,"{""center_ln_a"": -1.1379263630499594, ""center_z"": 2.1202913006310142, ""width_ln_a"": 0.15831932773109245}"
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,gaussian_ln_a,smooth_pulse,2,2,0.16224589803148964,0.16679555162060689,0.7630167877684361,0.2799999999999998,0.04033297800555036,0.7410950863582653,0.756164073812071,0.002314949766629052,0.013686082979767285,0.8936525621094502,0.4468262810547251,8.330212902462488,15.381118780726055,8.330212902462488,15.381118780726055,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.2026890756302521}"
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,logistic_pulse,smooth_pulse,2,2,0.15888608319351621,0.16414000442752405,0.741049697437638,0.2799999999999998,0.015268149177525059,0.7316225737075014,0.7594980552878793,0.010639015763739396,0.02983314028367576,0.8970119144615818,0.4485059572307909,8.19342812242774,15.244334000691307,8.19342812242774,15.244334000691307,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.12873949579831934}"
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,tomographic_3_bins,tomographic,3,3,0.37023203337717153,0.38664229610740714,0.8926757453073243,0.9100000000000001,0.11738395805310109,0.52277604589447,0.5811424750988522,0.01535387870530398,0.028745387825664815,0.42855185678958074,0.14285061892986026,29.267999416823535,39.84435823421889,29.267999416823535,39.84435823421889,"{""n_bins"": 3.0}"
desi_dr2_pp,fig_reconstruct,evidence_weighted_support,tomographic_5_bins,tomographic,5,5,0.2542039049746517,0.2624740573466401,0.8926757453073243,0.4900000000000002,0.043222061627349984,0.622188875708902,0.6596062284531187,0.004713916031872639,0.04913512335526631,0.7366514855905357,0.14733029711810713,20.722920622815728,38.350185318474644,20.722920622815728,38.350185318474644,"{""n_bins"": 5.0}"
desi_dr2_union3,fig_reconstruct,signed_history,zero_coupling,zero,0,0,0.4780234243328095,0.4227446805299333,1.0,0.18,1.247635726353481,0.0,0.0,0.45261455525606487,0.21225466003568585,0.0,0.0,360.07699415108397,360.07699415108397,360.07699415108397,360.07699415108397,{}
desi_dr2_union3,fig_reconstruct,signed_history,retained_gamma,retained,0,2,0.81341845958671,0.8151251628487779,1.4713560513233213,1.86,0.1577474445005922,0.4526408997753295,0.5064551004036375,1.0709076442790868,0.9003209626054312,-2.7178537082346232,-2.7178537082346232,1338.7135879545842,1338.7135879545842,1342.7135879545842,1349.7644938328478,{}
desi_dr2_union3,fig_reconstruct,signed_history,logistic_transition,transition,2,2,0.14716311858890244,0.138066793191478,0.6037735849056602,0.18,0.009911416042951426,0.7780176164870514,0.8156006809525964,0.10954429378710862,0.05895701014435149,0.8933349422936688,0.4466674711468344,42.407633359847644,49.458539238111214,42.407633359847644,49.458539238111214,"{""center_ln_a"": -0.7203387068848366, ""center_z"": 1.0551291791747825, ""width_ln_a"": 1.8}"
