# w(z) comparison over z_desi grid
z,w_QFUDS_tanh,w_DESI_CPL
0.40126050420168063,1.492146596858639,0.0020157247672921456,0.44036340095908466,0.5576208742736232
0.40924369747899153,1.4435318275154008,0.0019146327657900944,0.426600202521466,0.5714851647127439
0.4172268907563025,1.3967774420946628,0.001818274117282963,0.4130334440926102,0.5851482817901068
0.42521008403361343,1.3517786561264824,0.001726631696736987,0.3997208803818567,0.5985524879214063
0.43319327731092433,1.3084384093113486,0.0016396224648975543,0.38670442252175324,0.6116559550133492
0.4411764705882352,1.266666666666667,0.0015571175145834741,0.374013520659756,0.6244293618256604
0.4491596638655462,1.2263797942001875,0.0014789576517661928,0.36166797739105944,0.6368530649571743
0.45714285714285713,1.1875,0.0014049650909860021,0.34968020042318276,0.6489148344858312
0.465126050420168,1.1499548328816624,0.00133495200408798,0.33805696338816205,0.6606080846077499
0.4731092436974789,1.1136767317939613,0.0012687266327184696,0.3268007620616658,0.6719305113056157
0.48109243697478987,1.0786026200873366,0.0012060975701829156,0.3159108504907212,0.6828830519390958
0.4890756302521008,1.0446735395189006,0.0011468766959391843,0.30538403001674747,0.6934690932873133
0.4970588235294117,1.0118343195266273,0.0010908811330687554,0.295215250422953,0.7036938684439782
0.5050420168067227,0.9800332778702163,0.0010379345051328742,0.28539806948326807,0.713563996011599
0.5130252100840336,0.9492219492219494,0.000987867695085555,0.2759250062057594,0.723087126099155
0.5210084033613446,0.9193548387096773,0.0009405192530696439,0.26678781426942844,0.7322716664775019
0.5289915966386555,0.8903891977760128,0.0008957355586012136,0.25797769535792464,0.7411265690834742
0.5369747899159664,0.8622848200312989,0.0008533708125484881,0.24948546696270504,0.7496611622247464
0.5449579831932773,0.8350038550501158,0.0008132869126171347,0.24130169541343022,0.7578850176739526
0.5529411764705883,0.8085106382978722,0.0007753532505259162,0.23341680208642937,0.7658078446630446
0.5609243697478992,0.7827715355805243,0.0007394464579906902,0.22582114869029413,0.7734394048517153
0.5689075630252101,0.7577548005908421,0.0007054501207662334,0.21850510603341047,0.7807894438458232
0.576890756302521,0.733430444282593,0.0006732544744036864,0.2114591095913016,0.7878676359342948
0.584873949579832,0.7097701149425286,0.000642756091404222,0.20467370440008956,0.7946835395085063
0.5928571428571429,0.6867469879518073,0.0006138575666147341,0.19813958122397807,0.8012465612094073
0.6008403361344538,0.6643356643356644,0.0005864672056842205,0.1918476055195767,0.8075659272747391
0.6088235294117648,0.6425120772946857,0.0005604987199440583,0.18578884040498642,0.8136506608750695
0.6168067226890757,0.6212534059945503,0.0005358709300252147,0.17995456460585316,0.8195095644641217
0.6247899159663866,0.6005379959650303,0.0005125074797638003,0.17433628617194113,0.825151206348295
0.6327731092436975,0.5803452855245685,0.0004903365613910552,0.16892575262040868,0.8305839108182003
0.6407563025210083,0.5606557377049182,0.00046929065259696304,0.16371495805465947,0.8358157512927435
0.6487394957983194,0.5414507772020725,0.0004493062657574129,0.15869614772242213,0.8408545460118205
0.6567226890756303,0.5227127319257838,0.0004303237093941867,0.15386182040790186,0.845707855882704
0.6647058823529411,0.5044247787610621,0.0004122868617744064,0.14920472899639792,0.8503829841418277
0.6726890756302522,0.48657089319175495,0.0003951429564366587,0.14471787950279852,0.8548869775407647
0.680672268907563,0.46913580246913567,0.00037884237934406766,0.14039452881574274,0.8592266288049133
0.688655462184874,0.45210494203782803,0.00036333847730231464,0.1362281813754724,0.8634084801472252
0.6966386554621848,0.43546441495778043,0.0003485873772372222,0.13221258497435295,0.8674388276484098
