# S8 summary table
model,D_ratio,sigma8,S8,dS8_vs_LCDM
ΛCDM,1.0,0.81,0.8300030120427276,0.0
CP1 hand-tanh V2,0.8120011570422638,0.6577209372042337,0.6739634061272588,-0.15603960591546884
CP3 density-driven,0.8155979847354194,0.6606343676356898,0.6769487839463767,-0.15305422809635094

# fsigma8(z) curves
z,ΛCDM,CP1 hand-tanh V2,CP3 density-driven
0.05780752278273238,0.4410941961517272,0.35798926966777156,0.3595988139145876
0.05855377121256322,0.44125874459603054,0.3581226930715714,0.35973285351558804
0.05930107329317558,0.44142306855354213,0.3582559338979619,0.35986670976907315
0.06004943125766826,0.4415871669160814,0.3583889912464601,0.36000038177062105
0.060798847345455265,0.4417510385728337,0.35852186421445426,0.36013386861367247
0.06154932380228706,0.4419146824103501,0.3586545518972016,0.36026716938952874
0.06230086288027392,0.4420780973125465,0.35878705338782785,0.3604002831873519
0.0630534668379088,0.44224128216070496,0.3589193677773261,0.3605332090941632
0.06380713794008885,0.4424042358334722,0.35905149415455717,0.36066594619484305
0.06456187845813943,0.4425669572068603,0.3591834316062471,0.36079849357213006
0.0653176906698354,0.44272944515424617,0.3593151792169878,0.36093085030662064
0.0660745768594253,0.4428916985463724,0.35944673606977956,0.361063015476768
0.0668325393176541,0.4430537162513463,0.3595781012468294,0.3611949881588819
0.06759158034178592,0.44321549713464053,0.35970927382620577,0.3613267674271281
0.06835170223562748,0.4433770400590924,0.3598402528836591,0.3614583523535277
0.06911290730955133,0.4435383438849051,0.3599710374928207,0.36158974200795657
0.06987519788051944,0.4436994074696464,0.36010162672520235,0.36172093545814565
0.07063857627210646,0.44386022966825006,0.36023201965019486,0.3618519317696793
0.07140304481452353,0.44402080933301497,0.36036221533506674,0.36198273000666065
0.07216860584464202,0.44418114531360564,0.3604922128449639,0.36211332923325695
0.07293526170601727,0.44434123645705226,0.3606220112429084,0.3622437285085797
0.07370301474891172,0.44450108160597795,0.3607516095897974,0.3623739268892242
0.07447186733032085,0.4446606795921932,0.3608810069444025,0.36250392342966253
0.07524182181399541,0.44482002925435804,0.36101020236336906,0.3626337171822428
0.07601288057046629,0.44497912943019835,0.3611391949012152,0.3627633071971884
0.07678504597706937,0.44513797895474055,0.3612679836103317,0.3628926925225969
0.07755832041796906,0.4452965766603141,0.36139656754098076,0.3630218722044383
0.07833270628418343,0.44545492137655424,0.36152494574129573,0.3631508452865555
